"kön","utbildningsområde MYH","region (hemlän)","utbildningens studietakt","Antal ansökningar 2020","Antal ansökningar 2021","Antal ansökningar 2022","Antal ansökningar 2023","Antal ansökningar 2024","Antal sökande 2020","Antal sökande 2021","Antal sökande 2022","Antal sökande 2023","Antal sökande 2024","Antal behöriga sökande 2020","Antal behöriga sökande 2021","Antal behöriga sökande 2022","Antal behöriga sökande 2023","Antal behöriga sökande 2024","Antal antagna vid start 2020","Antal antagna vid start 2021","Antal antagna vid start 2022","Antal antagna vid start 2023","Antal antagna vid start 2024"
"män","Kultur, media och design"," Värmlands län","Deltid",0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,0
"män","Kultur, media och design"," Örebro län","Totalt",3,0,3,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"män","Kultur, media och design"," Örebro län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Kultur, media och design"," Örebro län","Deltid",0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0
"män","Kultur, media och design"," Västmanlands län","Totalt",0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,3,0
"män","Kultur, media och design"," Västmanlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"män","Kultur, media och design"," Västmanlands län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"män","Kultur, media och design"," Dalarnas län","Totalt",0,0,4,0,3,0,0,3,3,0,0,3,3,0,0,0,0,0,3,0
"män","Kultur, media och design"," Dalarnas län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Kultur, media och design"," Dalarnas län","Deltid",0,3,4,0,3,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0
"män","Kultur, media och design"," Gävleborgs län","Totalt",0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
"män","Kultur, media och design"," Gävleborgs län","Heltid",0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0
"män","Kultur, media och design"," Gävleborgs län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"män","Kultur, media och design"," Västernorrlands län","Totalt",0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0
"män","Kultur, media och design"," Västernorrlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Kultur, media och design"," Västernorrlands län","Deltid",0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0
"män","Kultur, media och design"," Jämtlands län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"män","Kultur, media och design"," Jämtlands län","Heltid",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"män","Kultur, media och design"," Jämtlands län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Kultur, media och design"," Västerbottens län","Totalt",0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0
"män","Kultur, media och design"," Västerbottens län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Kultur, media och design"," Västerbottens län","Deltid",0,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0
"män","Kultur, media och design"," Norrbottens län","Totalt",0,3,3,3,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,0
"män","Kultur, media och design"," Norrbottens län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Kultur, media och design"," Norrbottens län","Deltid",0,3,3,3,0,0,3,3,3,0,0,3,3,0,0,0,0,0,0,0
"män","Kultur, media och design","Uppgift saknas","Totalt",0,0,3,3,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,3
"män","Kultur, media och design","Uppgift saknas","Heltid",3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Kultur, media och design","Uppgift saknas","Deltid",0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske","Samtliga län","Totalt",10,30,99,211,152,10,19,78,148,130,9,19,62,105,94,7,19,54,86,69
"män","Lantbruk, djurvård, trädgård, skog och fiske","Samtliga län","Heltid",0,0,22,70,68,0,0,21,49,65,0,0,17,34,39,0,0,14,18,23
"män","Lantbruk, djurvård, trädgård, skog och fiske","Samtliga län","Deltid",10,30,77,141,84,10,19,60,112,68,9,19,48,81,58,7,19,42,72,48
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Stockholms län","Totalt",0,7,28,58,35,0,5,24,37,30,3,5,20,21,22,0,5,18,19,19
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Stockholms län","Heltid",0,0,3,22,17,0,0,3,13,16,0,0,3,10,10,0,0,0,7,8
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Stockholms län","Deltid",3,7,25,36,18,3,5,21,28,16,0,5,18,15,14,0,5,16,14,13
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Uppsala län","Totalt",3,3,4,13,10,3,3,0,12,9,3,0,0,12,6,0,0,0,10,6
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Uppsala län","Heltid",0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Uppsala län","Deltid",0,0,4,10,7,0,0,0,9,6,0,0,0,9,4,0,0,3,8,4
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Södermanlands län","Totalt",0,0,0,7,3,0,0,3,4,3,0,0,0,3,3,0,0,0,0,3
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Södermanlands län","Heltid",0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Södermanlands län","Deltid",0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Östergötlands län","Totalt",0,0,3,3,4,0,0,3,3,3,0,0,0,3,3,0,0,3,3,3
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Östergötlands län","Heltid",0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Östergötlands län","Deltid",0,0,0,3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,0,3
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Jönköpings län","Totalt",0,3,3,3,3,0,3,3,3,0,0,3,0,3,0,0,0,0,3,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Jönköpings län","Heltid",0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Jönköpings län","Deltid",0,3,0,3,0,0,3,3,3,0,0,0,0,0,0,0,0,3,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Kronobergs län","Totalt",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Kronobergs län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Kronobergs län","Deltid",0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Kalmar län","Totalt",0,0,0,4,0,0,0,3,4,0,0,0,0,3,0,0,0,0,3,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Kalmar län","Heltid",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Kalmar län","Deltid",0,0,0,4,0,0,0,0,4,0,0,0,3,3,0,0,0,0,3,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Gotlands län","Totalt",0,3,0,7,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Gotlands län","Heltid",0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Gotlands län","Deltid",0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Blekinge län","Totalt",0,0,3,3,0,0,0,0,3,3,0,0,3,3,3,0,0,0,3,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Blekinge län","Heltid",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Blekinge län","Deltid",0,0,0,3,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,3
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Skåne län","Totalt",3,3,13,28,18,0,3,9,18,15,0,0,5,15,13,3,3,5,14,7
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Skåne län","Heltid",0,0,4,8,5,0,0,4,6,5,0,0,0,5,4,0,0,0,0,3
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Skåne län","Deltid",0,3,9,20,13,3,3,6,14,10,0,3,4,12,9,0,3,4,12,5
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Hallands län","Totalt",0,0,3,6,0,0,0,0,6,0,0,0,0,4,0,0,0,3,3,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Hallands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Hallands län","Deltid",0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Västra Götalands län","Totalt",3,12,29,47,42,3,7,25,32,35,3,7,21,26,27,3,7,19,20,19
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Västra Götalands län","Heltid",0,0,7,17,16,0,0,7,12,16,0,0,6,10,11,0,0,5,4,5
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Västra Götalands län","Deltid",3,12,22,30,26,3,7,19,23,19,3,7,16,18,16,3,7,15,17,14
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Värmlands län","Totalt",3,0,0,9,0,0,0,0,6,0,3,0,0,4,0,3,0,0,3,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Värmlands län","Heltid",0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Värmlands län","Deltid",3,0,0,8,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Örebro län","Totalt",3,0,3,12,3,0,0,0,10,3,3,0,0,7,0,0,0,0,6,3
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Örebro län","Heltid",0,0,0,5,0,0,0,0,4,3,0,0,0,3,0,0,0,0,3,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Örebro län","Deltid",0,0,0,7,0,3,0,3,6,0,0,0,0,5,0,0,0,0,5,3
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Västmanlands län","Totalt",0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Västmanlands län","Heltid",0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Västmanlands län","Deltid",0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Dalarnas län","Totalt",0,0,5,0,5,0,0,3,0,5,0,0,3,3,3,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Dalarnas län","Heltid",0,0,3,0,3,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Dalarnas län","Deltid",0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Gävleborgs län","Totalt",0,0,0,0,6,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Gävleborgs län","Heltid",0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Gävleborgs län","Deltid",0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Västernorrlands län","Totalt",0,0,4,3,3,0,0,3,3,3,0,0,3,0,0,0,0,0,0,3
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Västernorrlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Västernorrlands län","Deltid",0,0,4,3,3,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Jämtlands län","Totalt",0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Jämtlands län","Heltid",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Jämtlands län","Deltid",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Västerbottens län","Totalt",0,0,0,5,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Västerbottens län","Heltid",0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Västerbottens län","Deltid",0,0,3,3,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Norrbottens län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Norrbottens län","Heltid",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske"," Norrbottens län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"män","Lantbruk, djurvård, trädgård, skog och fiske","Uppgift saknas","Totalt",0,0,3,0,10,0,0,3,3,6,0,0,3,0,5,0,0,0,0,3
"män","Lantbruk, djurvård, trädgård, skog och fiske","Uppgift saknas","Heltid",0,0,3,0,5,0,0,3,3,4,0,0,3,0,3,0,0,0,0,0
"män","Lantbruk, djurvård, trädgård, skog och fiske","Uppgift saknas","Deltid",0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0
"män","Pedagogik och undervisning","Samtliga län","Totalt",47,8,32,144,158,47,8,31,131,146,41,8,24,90,107,34,8,14,42,68
"män","Pedagogik och undervisning","Samtliga län","Heltid",0,0,0,25,42,0,0,0,25,41,0,0,0,14,35,0,0,0,5,23
"män","Pedagogik och undervisning","Samtliga län","Deltid",47,8,32,119,116,47,8,31,113,109,41,8,24,81,74,34,8,14,37,46
"män","Pedagogik och undervisning"," Stockholms län","Totalt",6,3,6,29,41,6,3,6,24,37,5,3,4,17,30,4,0,3,6,16
"män","Pedagogik och undervisning"," Stockholms län","Heltid",0,0,0,7,9,0,0,0,7,9,0,0,0,4,8,0,0,0,0,5
"män","Pedagogik och undervisning"," Stockholms län","Deltid",6,3,6,22,32,6,3,6,20,30,5,3,4,16,24,4,3,3,6,12
"män","Pedagogik och undervisning"," Uppsala län","Totalt",0,0,0,5,10,0,0,0,5,10,0,0,0,3,8,0,0,0,0,3
"män","Pedagogik och undervisning"," Uppsala län","Heltid",0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0
"män","Pedagogik och undervisning"," Uppsala län","Deltid",0,0,0,5,6,0,0,0,5,6,0,0,0,3,5,0,0,0,0,3
"män","Pedagogik och undervisning"," Södermanlands län","Totalt",3,0,0,7,8,3,0,0,7,4,0,0,0,3,3,0,0,0,0,3
"män","Pedagogik och undervisning"," Södermanlands län","Heltid",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"män","Pedagogik och undervisning"," Södermanlands län","Deltid",3,0,0,7,5,3,0,0,7,3,0,0,0,3,3,3,0,0,3,0
"män","Pedagogik och undervisning"," Östergötlands län","Totalt",0,0,3,12,3,0,0,3,10,3,3,0,3,8,0,0,0,3,4,0
"män","Pedagogik och undervisning"," Östergötlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"män","Pedagogik och undervisning"," Östergötlands län","Deltid",0,0,3,10,0,0,0,3,9,3,0,0,3,6,0,0,0,0,3,0
"män","Pedagogik och undervisning"," Jönköpings län","Totalt",0,0,0,4,5,0,0,0,4,5,0,0,0,4,4,0,0,0,0,3
"män","Pedagogik och undervisning"," Jönköpings län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Pedagogik och undervisning"," Jönköpings län","Deltid",0,0,0,4,5,0,0,0,4,5,0,0,0,4,4,0,0,0,3,3
"män","Pedagogik och undervisning"," Kronobergs län","Totalt",0,0,0,4,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0
"män","Pedagogik och undervisning"," Kronobergs län","Heltid",0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3
"män","Pedagogik och undervisning"," Kronobergs län","Deltid",0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0
"män","Pedagogik och undervisning"," Kalmar län","Totalt",3,0,3,3,3,3,0,3,3,3,3,0,0,3,3,3,0,0,0,3
"män","Pedagogik och undervisning"," Kalmar län","Heltid",0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3
"män","Pedagogik och undervisning"," Kalmar län","Deltid",3,0,3,3,3,3,0,0,3,3,3,0,0,0,0,3,0,0,3,0
"män","Pedagogik och undervisning"," Gotlands län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Pedagogik och undervisning"," Gotlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Pedagogik och undervisning"," Gotlands län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Pedagogik och undervisning"," Blekinge län","Totalt",0,0,4,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0
"män","Pedagogik och undervisning"," Blekinge län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Pedagogik och undervisning"," Blekinge län","Deltid",0,0,4,0,3,0,0,3,3,3,0,0,3,0,0,0,0,3,0,0
"män","Pedagogik och undervisning"," Skåne län","Totalt",6,3,4,18,30,6,3,4,17,29,5,0,3,13,23,5,3,0,7,19
"män","Pedagogik och undervisning"," Skåne län","Heltid",0,0,0,3,7,0,0,0,3,7,0,0,0,3,7,0,0,0,0,7
"män","Pedagogik och undervisning"," Skåne län","Deltid",6,3,4,15,23,6,3,4,15,22,5,3,0,11,16,5,3,0,7,12
"män","Pedagogik och undervisning"," Hallands län","Totalt",0,0,0,3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0
"män","Pedagogik och undervisning"," Hallands län","Heltid",0,0,0,3,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0
"män","Pedagogik och undervisning"," Hallands län","Deltid",0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"män","Pedagogik och undervisning"," Västra Götalands län","Totalt",14,4,8,30,24,14,4,8,30,24,12,4,7,18,16,9,4,4,10,13
"män","Pedagogik och undervisning"," Västra Götalands län","Heltid",0,0,0,6,4,0,0,0,6,4,0,0,0,3,3,0,0,0,0,3
"män","Pedagogik och undervisning"," Västra Götalands län","Deltid",14,4,8,24,20,14,4,8,24,20,12,4,7,17,13,9,4,4,9,10
"män","Pedagogik och undervisning"," Värmlands län","Totalt",0,0,3,0,3,0,0,3,3,0,0,0,3,0,3,0,0,3,0,3
"män","Pedagogik och undervisning"," Värmlands län","Heltid",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"män","Pedagogik och undervisning"," Värmlands län","Deltid",0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
"män","Pedagogik och undervisning"," Örebro län","Totalt",0,0,0,3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0
"män","Pedagogik och undervisning"," Örebro län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Pedagogik och undervisning"," Örebro län","Deltid",0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
"män","Pedagogik och undervisning"," Västmanlands län","Totalt",3,0,0,0,3,3,0,3,3,3,0,0,3,0,3,0,0,3,0,3
"män","Pedagogik och undervisning"," Västmanlands län","Heltid",0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
"män","Pedagogik och undervisning"," Västmanlands län","Deltid",0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"män","Pedagogik och undervisning"," Dalarnas län","Totalt",4,0,0,3,6,4,0,0,3,4,4,0,0,0,3,4,0,0,0,0
"män","Pedagogik och undervisning"," Dalarnas län","Heltid",0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"män","Pedagogik och undervisning"," Dalarnas län","Deltid",4,0,0,3,4,4,0,0,3,3,4,0,0,0,3,4,0,0,0,3
"män","Pedagogik och undervisning"," Gävleborgs län","Totalt",0,0,3,6,4,3,0,0,5,4,0,0,3,3,0,0,0,3,0,0
"män","Pedagogik och undervisning"," Gävleborgs län","Heltid",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"män","Pedagogik och undervisning"," Gävleborgs län","Deltid",0,0,0,5,4,0,0,0,5,4,0,0,0,3,0,0,0,3,0,0
"män","Pedagogik och undervisning"," Västernorrlands län","Totalt",0,0,0,6,5,0,0,0,5,5,0,0,0,3,3,0,0,0,0,0
"män","Pedagogik och undervisning"," Västernorrlands län","Heltid",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0
"män","Pedagogik och undervisning"," Västernorrlands län","Deltid",0,0,0,5,4,0,0,0,4,4,0,0,0,0,3,3,0,0,3,3
"män","Pedagogik och undervisning"," Jämtlands län","Totalt",0,0,0,3,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0
"män","Pedagogik och undervisning"," Jämtlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Pedagogik och undervisning"," Jämtlands län","Deltid",0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0
"män","Pedagogik och undervisning"," Västerbottens län","Totalt",0,0,3,3,4,3,0,3,3,3,3,0,0,3,3,3,0,0,0,3
"män","Pedagogik och undervisning"," Västerbottens län","Heltid",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"män","Pedagogik och undervisning"," Västerbottens län","Deltid",0,0,0,3,3,0,0,0,3,3,0,0,0,0,3,3,0,3,0,3
"män","Pedagogik och undervisning"," Norrbottens län","Totalt",4,0,0,0,3,4,0,0,3,3,4,0,0,0,3,3,0,0,0,0
"män","Pedagogik och undervisning"," Norrbottens län","Heltid",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"män","Pedagogik och undervisning"," Norrbottens län","Deltid",4,0,0,0,0,4,0,0,3,0,4,0,0,3,3,3,0,0,0,0
"män","Pedagogik och undervisning","Uppgift saknas","Totalt",0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,0
"män","Pedagogik och undervisning","Uppgift saknas","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Pedagogik och undervisning","Uppgift saknas","Deltid",0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0
"män","Samhällsbyggnad och byggteknik","Samtliga län","Totalt",956,1053,2152,3497,3678,804,888,1549,2339,2601,623,660,977,1652,1785,468,522,805,1345,1380
"män","Samhällsbyggnad och byggteknik","Samtliga län","Heltid",576,271,365,801,782,511,232,309,610,669,419,192,225,454,404,331,175,185,353,321
"män","Samhällsbyggnad och byggteknik","Samtliga län","Deltid",380,782,1787,2696,2896,334,675,1285,1873,2108,226,480,775,1289,1499,152,354,632,1039,1128
"män","Samhällsbyggnad och byggteknik"," Stockholms län","Totalt",328,354,819,1287,1259,277,285,552,807,850,213,204,339,579,588,160,171,285,487,456
"män","Samhällsbyggnad och byggteknik"," Stockholms län","Heltid",176,101,151,240,253,159,81,127,182,203,142,67,96,136,136,110,60,83,106,113
"män","Samhällsbyggnad och byggteknik"," Stockholms län","Deltid",152,253,668,1047,1006,134,213,445,681,708,81,143,254,477,495,56,114,208,398,372
"män","Samhällsbyggnad och byggteknik"," Uppsala län","Totalt",39,43,95,174,184,32,37,61,106,130,27,28,42,76,87,19,23,38,62,70
"män","Samhällsbyggnad och byggteknik"," Uppsala län","Heltid",31,18,19,36,46,27,16,16,29,37,22,15,11,23,17,17,15,11,17,15
"män","Samhällsbyggnad och byggteknik"," Uppsala län","Deltid",8,25,76,138,138,7,22,49,83,100,6,13,32,57,75,3,8,28,47,59
"män","Samhällsbyggnad och byggteknik"," Södermanlands län","Totalt",34,22,55,82,125,32,19,45,59,87,24,15,34,39,62,18,13,29,31,50
"män","Samhällsbyggnad och byggteknik"," Södermanlands län","Heltid",20,3,7,16,24,19,3,6,12,20,14,0,6,7,12,12,3,6,3,12
"män","Samhällsbyggnad och byggteknik"," Södermanlands län","Deltid",14,19,48,66,101,13,16,39,51,74,10,13,28,34,54,6,11,23,28,41
"män","Samhällsbyggnad och byggteknik"," Östergötlands län","Totalt",42,49,89,106,120,37,42,67,83,94,33,36,50,62,64,23,30,46,46,52
"män","Samhällsbyggnad och byggteknik"," Östergötlands län","Heltid",30,5,9,15,15,28,5,9,15,13,26,4,7,12,5,20,4,6,11,5
"män","Samhällsbyggnad och byggteknik"," Östergötlands län","Deltid",12,44,80,91,105,11,37,59,69,85,7,32,44,51,60,3,26,41,35,48
"män","Samhällsbyggnad och byggteknik"," Jönköpings län","Totalt",10,20,32,85,87,10,14,26,59,58,7,13,18,45,41,6,11,12,38,30
"män","Samhällsbyggnad och byggteknik"," Jönköpings län","Heltid",7,0,5,20,14,7,0,4,16,12,5,0,4,11,4,4,0,3,7,3
"män","Samhällsbyggnad och byggteknik"," Jönköpings län","Deltid",3,20,27,65,73,3,14,23,46,51,0,13,15,36,40,0,11,10,33,29
"män","Samhällsbyggnad och byggteknik"," Kronobergs län","Totalt",8,9,35,65,41,8,8,23,41,30,6,6,17,35,22,5,4,11,28,16
"män","Samhällsbyggnad och byggteknik"," Kronobergs län","Heltid",8,0,4,14,7,8,0,3,7,6,6,3,0,7,3,5,0,0,6,0
"män","Samhällsbyggnad och byggteknik"," Kronobergs län","Deltid",0,8,31,51,34,0,7,22,35,26,0,5,16,29,20,0,3,11,22,15
